ID,No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,DW,Day,Month,Year,Time,Status
10057,194,10.0,31.62999916,57.09765625,1013.03717,2.0,360.0,38.0,1,3,12,2023,20,4
10059,195,3.0,27.29999924,76.69335938,1013.941345,3.0,360.0,36.0,1,3,12,2023,22,4
10060,196,3.0,27.04999924,78.87890625,1014.072205,3.0,360.0,35.0,1,3,12,2023,23,4
10061,197,9.0,26.84000015,80.6640625,1013.504944,4.0,360.0,34.0,2,4,12,2023,0,4
10062,198,31.0,27.03000069,81.46289063,1013.8703,4.0,360.0,33.0,2,4,12,2023,1,4
10063,199,26.0,26.79999924,83.12597656,1012.756897,4.0,360.0,31.0,2,4,12,2023,2,4
10064,200,29.0,26.65999985,84.42578125,1012.619934,4.0,360.0,27.0,2,4,12,2023,3,4
10065,201,15.0,26.32999992,83.859375,1012.779663,3.0,360.0,23.0,2,4,12,2023,4,5
10066,202,18.0,26.09000015,84.04785156,1012.576904,3.0,360.0,23.0,2,4,12,2023,5,5
10067,203,14.0,25.67000008,84.81347656,1013.035095,4.0,360.0,23.0,2,4,12,2023,6,5
10068,204,18.0,25.90999985,85.52734375,1013.563721,4.0,360.0,23.0,2,4,12,2023,7,5
10069,205,29.0,26.64999962,84.40039063,1014.461426,3.0,360.0,24.0,2,4,12,2023,8,5
10070,206,15.0,28.30999947,79.2109375,1015.127747,3.0,360.0,23.0,2,4,12,2023,9,5
10071,207,11.0,30.69000053,63.43261719,1015.266846,1.0,360.0,23.0,2,4,12,2023,10,5
10072,208,14.0,32.15000153,59.42871094,1014.650146,1.0,360.0,23.0,2,4,12,2023,11,5
10073,209,18.0,32.36999893,54.55664063,1013.579346,1.0,360.0,23.0,2,4,12,2023,12,5
10074,210,12.0,33.25,55.65917969,1012.127319,0.0,360.0,24.0,2,4,12,2023,13,5
10075,211,21.0,32.68999863,55.52246094,1011.156067,0.0,360.0,25.0,2,4,12,2023,14,5
10076,212,12.0,32.59999847,54.984375,1010.688416,0.0,360.0,24.0,2,4,12,2023,15,5
10077,213,10.0,33.56999969,52.35253906,1010.477478,1.0,360.0,25.0,2,4,12,2023,16,5
10078,214,10.0,31.82999992,57.79882813,1010.992493,0.0,360.0,25.0,2,4,12,2023,17,5
10079,215,10.0,30.34000015,63.0546875,1011.754822,0.0,360.0,25.0,2,4,12,2023,18,5
10080,216,13.0,29.61000061,66.24902344,1012.49939,0.0,360.0,26.0,2,4,12,2023,19,4
10081,217,23.0,29.73999977,65.48242188,1013.169189,0.0,360.0,27.0,2,4,12,2023,20,4
10082,218,26.0,29.21999931,66.74804688,1013.582764,0.0,360.0,29.0,2,4,12,2023,21,4
10083,219,45.0,28.72999954,70.32128906,1013.696472,0.0,360.0,33.0,2,4,12,2023,22,4
10084,220,55.0,28.04999924,76.06542969,1013.451172,0.0,360.0,38.0,2,4,12,2023,23,4
10085,221,65.0,27.54000092,79.12207031,1013.262024,0.0,360.0,44.0,3,5,12,2023,0,4
10086,222,45.0,27.43000031,77.85351563,1012.439819,0.0,360.0,45.0,3,5,12,2023,1,4
10087,223,44.0,26.95000076,80.57128906,1011.903137,0.0,360.0,47.0,3,5,12,2023,2,4
10088,224,38.0,26.55999947,82.80078125,1011.33844,0.0,360.0,48.0,3,5,12,2023,3,4
10089,225,47.0,26.25,83.12695313,1011.348755,0.0,360.0,53.0,3,5,12,2023,4,3
10090,226,46.0,26.0,85.53515625,1011.805542,0.0,360.0,57.0,3,5,12,2023,5,3
10091,227,73.0,25.76000023,86.96679688,1012.213257,0.0,360.0,67.0,3,5,12,2023,6,3
10092,228,56.0,26.12000084,85.91699219,1012.818909,0.0,360.0,73.0,3,5,12,2023,7,3
10093,229,56.0,27.56999969,76.78417969,1013.71814,0.0,360.0,78.0,3,5,12,2023,8,3
10094,230,59.0,29.18000031,69.45019531,1014.07312,0.0,360.0,85.0,3,5,12,2023,9,3
10095,231,40.0,31.17000008,61.83496094,1014.10968,0.0,304.0,90.0,3,5,12,2023,10,3
10096,232,33.0,33.36000061,53.8125,1013.479126,0.0,360.0,93.0,3,5,12,2023,11,3
10097,233,23.0,33.72999954,50.77246094,1012.424988,0.0,360.0,94.0,3,5,12,2023,12,3
10098,234,56.0,34.16999817,47.88085938,1011.165771,0.0,360.0,101.0,3,5,12,2023,13,2
10103,235,10.0,36.59000015,41.05664063,1010.187988,0.0,360.0,99.0,3,5,12,2023,13,3
10104,236,19.0,36.06950378,42.2191391,1010.148438,0.0,216.0,101.0,3,5,12,2023,14,2
10105,237,15.0,35.02999878,44.14648438,1009.89093,0.0,360.0,102.0,3,5,12,2023,14,2
10106,238,21.0,35.02740479,46.08489609,1009.803894,0.0,360.0,103.0,3,5,12,2023,15,2
10107,239,37.0,31.5410614,60.05597305,1009.911255,0.163204744,65.0,106.0,3,5,12,2023,16,2
10108,240,57.0,29.61196327,70.34249115,1010.354919,0.05029586,360.0,111.0,3,5,12,2023,17,2
10109,241,40.0,29.02849388,71.06312561,1011.054138,0.234421372,307.0,112.0,3,5,12,2023,18,2
10110,242,29.0,28.38055801,72.03683472,1011.82251,0.87537092,360.0,113.0,3,5,12,2023,19,2
10112,243,46.0,27.81208801,76.16265106,1013.516235,1.0,360.0,112.0,3,5,12,2023,21,2
10113,244,53.0,27.60400772,77.88742065,1013.924255,0.997041404,360.0,110.0,3,5,12,2023,22,2
10114,245,12.0,27.17000008,81.33999634,1013.97998,1.0,360.0,107.0,3,5,12,2023,22,2
10115,246,34.0,27.62999916,80.41999817,1013.969971,1.0,360.0,105.0,3,5,12,2023,22,2
10116,247,32.0,27.68000031,80.15000153,1013.950012,0.920000017,360.0,105.0,3,5,12,2023,23,2
10117,248,30.0,27.52000046,80.15000153,1013.590027,1.0,360.0,103.0,4,6,12,2023,0,2
10118,249,30.0,27.09000015,81.87999725,1013.210022,0.980000019,360.0,101.0,4,6,12,2023,1,2
10119,250,32.0,26.73999977,83.80000305,1013.01001,0.99000001,360.0,94.0,4,6,12,2023,2,3
10120,251,51.0,26.45000076,86.62000275,1012.679993,0.910000026,360.0,93.0,4,6,12,2023,3,3
10121,252,75.0,26.28000069,87.58000183,1012.52002,1.0,360.0,96.0,4,6,12,2023,4,3
10122,253,70.0,26.84000015,85.34999847,1012.830017,0.99000001,360.0,98.0,4,6,12,2023,5,3
10123,254,85.0,27.01000023,84.95999908,1013.330017,0.920000017,360.0,104.0,4,6,12,2023,6,2
10124,255,93.0,27.21999931,84.59999847,1013.77002,1.00999999,360.0,111.0,4,6,12,2023,7,2
10125,256,98.0,27.87000084,81.94000244,1014.400024,0.119999997,360.0,119.0,4,6,12,2023,8,2
10127,257,62.0,30.55999947,66.63999939,1014.950012,1.100000024,360.0,128.0,4,6,12,2023,10,2
10128,258,32.0,32.41999817,56.58000183,1014.349976,0.50999999,360.0,130.0,4,6,12,2023,11,2
10129,259,17.0,34.38000107,47.27999878,1013.309998,0.850000024,360.0,130.0,4,6,12,2023,12,2
10130,260,18.0,36.5,39.68000031,1012.150024,0.529999971,360.0,130.0,4,6,12,2023,13,2
10131,261,11.0,36.72000122,38.34999847,1010.840027,0.699999988,360.0,127.0,4,6,12,2023,14,2
10132,262,19.0,34.52000046,44.77999878,1010.25,1.029999971,360.0,123.0,4,6,12,2023,15,2
10133,263,24.0,34.50999832,45.88999939,1009.840027,1.190000057,360.0,121.0,4,6,12,2023,16,2
10134,264,30.0,33.99000168,47.18999863,1010.039978,0.670000017,360.0,121.0,4,6,12,2023,17,2
10135,265,52.0,31.65999985,60.77000046,1010.599976,0.01,142.0,122.0,4,6,12,2023,18,2
10136,266,69.0,30.40999985,66.06999969,1011.469971,0.0,142.0,124.0,4,6,12,2023,19,2
